,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special
0,158023,L. Messi,25,https://cdn.sofifa.org/players/4/13/158023.png,Argentina,https://cdn.sofifa.org/flags/52.png,94,97,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,2169
1,20801,Cristiano Ronaldo,27,https://cdn.sofifa.org/players/4/13/20801.png,Portugal,https://cdn.sofifa.org/flags/38.png,92,95,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,2220
2,167397,Falcao,26,https://cdn.sofifa.org/players/4/13/167397.png,Colombia,https://cdn.sofifa.org/flags/56.png,90,92,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€0,€0,2062
3,156616,F. Ribéry,29,https://cdn.sofifa.org/players/4/13/156616.png,France,https://cdn.sofifa.org/flags/18.png,90,90,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€0,€0,2063
4,10535,Xavi,32,https://cdn.sofifa.org/players/4/13/10535.png,Spain,https://cdn.sofifa.org/flags/45.png,90,90,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,2152
5,41,Iniesta,28,https://cdn.sofifa.org/players/4/13/41.png,Spain,https://cdn.sofifa.org/flags/45.png,90,92,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,2134
6,41236,Z. Ibrahimović,30,https://cdn.sofifa.org/players/4/13/41236.png,Sweden,https://cdn.sofifa.org/flags/46.png,89,89,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€0,€0,2113
7,7826,R. van Persie,28,https://cdn.sofifa.org/players/4/13/7826.png,Netherlands,https://cdn.sofifa.org/flags/34.png,89,89,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€0,€0,2062
8,168542,David Silva,26,https://cdn.sofifa.org/players/4/13/168542.png,Spain,https://cdn.sofifa.org/flags/45.png,88,90,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€0,€0,2060
9,5479,Casillas,31,https://cdn.sofifa.org/players/4/13/5479.png,Spain,https://cdn.sofifa.org/flags/45.png,88,89,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,1256
10,179813,E. Cavani,25,https://cdn.sofifa.org/players/4/13/179813.png,Uruguay,https://cdn.sofifa.org/flags/60.png,87,89,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€0,€0,2116
11,176635,M. Özil,23,https://cdn.sofifa.org/players/4/13/176635.png,Germany,https://cdn.sofifa.org/flags/21.png,87,90,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,1976
12,153079,S. Agüero,24,https://cdn.sofifa.org/players/4/13/153079.png,Argentina,https://cdn.sofifa.org/flags/52.png,87,89,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€0,€0,2050
13,140601,N. Vidić,30,https://cdn.sofifa.org/players/4/13/140601.png,Serbia,https://cdn.sofifa.org/flags/51.png,87,87,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€0,€0,1795
14,121944,B. Schweinsteiger,27,https://cdn.sofifa.org/players/4/13/121944.png,Germany,https://cdn.sofifa.org/flags/21.png,87,88,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€0,€0,2277
15,121939,P. Lahm,28,https://cdn.sofifa.org/players/4/13/121939.png,Germany,https://cdn.sofifa.org/flags/21.png,87,87,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€0,€0,2163
16,54050,W. Rooney,26,https://cdn.sofifa.org/players/4/13/54050.png,England,https://cdn.sofifa.org/flags/14.png,87,87,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€0,€0,2204
17,9014,A. Robben,28,https://cdn.sofifa.org/players/4/13/9014.png,Netherlands,https://cdn.sofifa.org/flags/34.png,87,87,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€0,€0,2087
18,7763,A. Pirlo,33,https://cdn.sofifa.org/players/4/13/7763.png,Italy,https://cdn.sofifa.org/flags/27.png,87,87,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€0,€0,2111
19,1179,G. Buffon,34,https://cdn.sofifa.org/players/4/13/1179.png,Italy,https://cdn.sofifa.org/flags/27.png,87,87,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€0,€0,1318
20,183898,A. Di María,24,https://cdn.sofifa.org/players/4/13/183898.png,Argentina,https://cdn.sofifa.org/flags/52.png,86,88,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,2158
21,178088,Juan Mata,24,https://cdn.sofifa.org/players/4/13/178088.png,Spain,https://cdn.sofifa.org/flags/45.png,86,88,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€0,€0,2004
22,176580,L. Suárez,25,https://cdn.sofifa.org/players/4/13/176580.png,Uruguay,https://cdn.sofifa.org/flags/60.png,86,87,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€0,€0,2261
23,173731,G. Bale,22,https://cdn.sofifa.org/players/4/13/173731.png,Wales,https://cdn.sofifa.org/flags/50.png,86,91,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€0,€0,2294
24,167495,M. Neuer,26,https://cdn.sofifa.org/players/4/13/167495.png,Germany,https://cdn.sofifa.org/flags/21.png,86,91,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€0,€0,1343
25,164240,Thiago Silva,27,https://cdn.sofifa.org/players/4/13/164240.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,88,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€0,€0,2160
26,162895,Cesc Fàbregas,25,https://cdn.sofifa.org/players/4/13/162895.png,Spain,https://cdn.sofifa.org/flags/45.png,86,88,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,2168
27,155862,Sergio Ramos,26,https://cdn.sofifa.org/players/4/13/155862.png,Spain,https://cdn.sofifa.org/flags/45.png,86,88,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,2126
28,152729,Piqué,25,https://cdn.sofifa.org/players/4/13/152729.png,Spain,https://cdn.sofifa.org/flags/45.png,86,88,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,1941
29,150418,M. Gomez,26,https://cdn.sofifa.org/players/4/13/150418.png,Germany,https://cdn.sofifa.org/flags/21.png,86,86,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€0,€0,1922
30,143001,C. Tévez,28,https://cdn.sofifa.org/players/4/13/143001.png,Argentina,https://cdn.sofifa.org/flags/52.png,86,86,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€0,€0,2207
31,139869,W. Sneijder,28,https://cdn.sofifa.org/players/4/13/139869.png,Netherlands,https://cdn.sofifa.org/flags/34.png,86,86,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€0,€0,2183
32,139720,V. Kompany,26,https://cdn.sofifa.org/players/4/13/139720.png,Belgium,https://cdn.sofifa.org/flags/7.png,86,88,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€0,€0,1981
33,45197,Xabi Alonso,30,https://cdn.sofifa.org/players/4/13/45197.png,Spain,https://cdn.sofifa.org/flags/45.png,86,86,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,2158
34,20289,Y. Touré,29,https://cdn.sofifa.org/players/4/13/20289.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,86,86,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€0,€0,2241
35,192318,M. Götze,20,https://cdn.sofifa.org/players/4/13/192318.png,Germany,https://cdn.sofifa.org/flags/21.png,85,92,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€0,€0,2013
36,189511,Sergio Busquets,23,https://cdn.sofifa.org/players/4/13/189511.png,Spain,https://cdn.sofifa.org/flags/45.png,85,87,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,2028
37,188545,R. Lewandowski,23,https://cdn.sofifa.org/players/4/13/188545.png,Poland,https://cdn.sofifa.org/flags/37.png,85,88,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€0,€0,1973
38,183277,E. Hazard,21,https://cdn.sofifa.org/players/4/13/183277.png,Belgium,https://cdn.sofifa.org/flags/7.png,85,90,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€0,€0,2063
39,181872,A. Vidal,25,https://cdn.sofifa.org/players/4/13/181872.png,Chile,https://cdn.sofifa.org/flags/55.png,85,88,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€0,€0,2309
40,178603,M. Hummels,23,https://cdn.sofifa.org/players/4/13/178603.png,Germany,https://cdn.sofifa.org/flags/21.png,85,88,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€0,€0,2020
41,173210,C. Marchisio,26,https://cdn.sofifa.org/players/4/13/173210.png,Italy,https://cdn.sofifa.org/flags/27.png,85,88,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€0,€0,2269
42,171877,M. Hamšik,24,https://cdn.sofifa.org/players/4/13/171877.png,Slovakia,https://cdn.sofifa.org/flags/43.png,85,88,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€0,€0,2189
43,167948,H. Lloris,25,https://cdn.sofifa.org/players/4/13/167948.png,France,https://cdn.sofifa.org/flags/18.png,85,88,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€0,€0,1254
44,165153,K. Benzema,24,https://cdn.sofifa.org/players/4/13/165153.png,France,https://cdn.sofifa.org/flags/18.png,85,87,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,1954
45,159287,R. Montolivo,27,https://cdn.sofifa.org/players/4/13/159287.png,Italy,https://cdn.sofifa.org/flags/27.png,85,85,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€0,€0,2150
46,146562,Santi Cazorla,27,https://cdn.sofifa.org/players/4/13/146562.png,Spain,https://cdn.sofifa.org/flags/45.png,85,85,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€0,€0,2049
47,146536,Jesús Navas,26,https://cdn.sofifa.org/players/4/13/146536.png,Spain,https://cdn.sofifa.org/flags/45.png,85,86,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,€0,€0,1964
48,142754,J. Mascherano,28,https://cdn.sofifa.org/players/4/13/142754.png,Argentina,https://cdn.sofifa.org/flags/52.png,85,87,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,2056
49,138956,G. Chiellini,27,https://cdn.sofifa.org/players/4/13/138956.png,Italy,https://cdn.sofifa.org/flags/27.png,85,88,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€0,€0,1987
50,137186,A. Barzagli,31,https://cdn.sofifa.org/players/4/13/137186.png,Italy,https://cdn.sofifa.org/flags/27.png,85,85,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€0,€0,1868
51,53302,D. De Rossi,28,https://cdn.sofifa.org/players/4/13/53302.png,Italy,https://cdn.sofifa.org/flags/27.png,85,85,Roma,https://cdn.sofifa.org/teams/2/light/52.png,€0,€0,2261
52,13038,Puyol,34,https://cdn.sofifa.org/players/4/13/13038.png,Spain,https://cdn.sofifa.org/flags/45.png,85,85,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,1888
53,189596,T. Müller,22,https://cdn.sofifa.org/players/4/13/189596.png,Germany,https://cdn.sofifa.org/flags/21.png,84,86,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€0,€0,2061
54,189505,Pedro,24,https://cdn.sofifa.org/players/4/13/189505.png,Spain,https://cdn.sofifa.org/flags/45.png,84,88,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,2000
55,188350,M. Reus,23,https://cdn.sofifa.org/players/4/13/188350.png,Germany,https://cdn.sofifa.org/flags/21.png,84,88,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€0,€0,2070
56,182521,T. Kroos,22,https://cdn.sofifa.org/players/4/13/182521.png,Germany,https://cdn.sofifa.org/flags/21.png,84,87,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€0,€0,2078
57,181820,S. Jovetić,22,https://cdn.sofifa.org/players/4/13/181820.png,Montenegro,https://cdn.sofifa.org/flags/15.png,84,88,Fiorentina,https://cdn.sofifa.org/teams/2/light/110374.png,€0,€0,2057
58,180432,Hernanes,27,https://cdn.sofifa.org/players/4/13/180432.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,85,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€0,€0,2211
59,179846,S. Khedira,25,https://cdn.sofifa.org/players/4/13/179846.png,Germany,https://cdn.sofifa.org/flags/21.png,84,86,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,2070
60,177003,L. Modrić,26,https://cdn.sofifa.org/players/4/13/177003.png,Croatia,https://cdn.sofifa.org/flags/10.png,84,88,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,2199
61,177003,L. Modrić,26,https://cdn.sofifa.org/players/4/13/177003.png,Croatia,https://cdn.sofifa.org/flags/10.png,84,88,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,2199
62,168435,S. Sirigu,25,https://cdn.sofifa.org/players/4/13/168435.png,Italy,https://cdn.sofifa.org/flags/27.png,84,85,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€0,€0,1263
63,167664,G. Higuaín,24,https://cdn.sofifa.org/players/4/13/167664.png,Argentina,https://cdn.sofifa.org/flags/52.png,84,87,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,1873
64,165239,S. Nasri,25,https://cdn.sofifa.org/players/4/13/165239.png,France,https://cdn.sofifa.org/flags/18.png,84,85,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€0,€0,2048
65,159065,E. Lavezzi,27,https://cdn.sofifa.org/players/4/13/159065.png,Argentina,https://cdn.sofifa.org/flags/52.png,84,86,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€0,€0,2054
66,158625,Dante,28,https://cdn.sofifa.org/players/4/13/158625.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€0,€0,2019
67,158133,J. Farfán,27,https://cdn.sofifa.org/players/4/13/158133.png,Peru,https://cdn.sofifa.org/flags/59.png,84,85,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€0,€0,2081
68,150724,J. Hart,25,https://cdn.sofifa.org/players/4/13/150724.png,England,https://cdn.sofifa.org/flags/14.png,84,86,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€0,€0,1338
69,146758,Soldado,27,https://cdn.sofifa.org/players/4/13/146758.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€0,€0,2036
70,146530,Dani Alves,29,https://cdn.sofifa.org/players/4/13/146530.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,2235
71,143745,A. Turan,25,https://cdn.sofifa.org/players/4/13/143745.png,Turkey,https://cdn.sofifa.org/flags/48.png,84,88,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€0,€0,2078
72,139668,F. Marchetti,29,https://cdn.sofifa.org/players/4/13/139668.png,Italy,https://cdn.sofifa.org/flags/27.png,84,85,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€0,€0,1322
73,139068,Nani,25,https://cdn.sofifa.org/players/4/13/139068.png,Portugal,https://cdn.sofifa.org/flags/38.png,84,86,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€0,€0,1978
74,136138,Diego,27,https://cdn.sofifa.org/players/4/13/136138.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,85,VfL Wolfsburg,https://cdn.sofifa.org/teams/2/light/175.png,€0,€0,2048
75,121933,R. Adler,27,https://cdn.sofifa.org/players/4/13/121933.png,Germany,https://cdn.sofifa.org/flags/21.png,84,85,Hamburger SV,https://cdn.sofifa.org/teams/2/light/28.png,€0,€0,1229
76,120533,Pepe,29,https://cdn.sofifa.org/players/4/13/120533.png,Portugal,https://cdn.sofifa.org/flags/38.png,84,84,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€0,€0,1872
77,120274,A. Di Natale,34,https://cdn.sofifa.org/players/4/13/120274.png,Italy,https://cdn.sofifa.org/flags/27.png,84,84,Udinese,https://cdn.sofifa.org/teams/2/light/55.png,€0,€0,2119
78,106573,Victor Valdés,30,https://cdn.sofifa.org/players/4/13/106573.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,1274
79,48940,P. Čech,30,https://cdn.sofifa.org/players/4/13/48940.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,84,84,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€0,€0,1255
80,45574,R. van der Vaart,29,https://cdn.sofifa.org/players/4/13/45574.png,Netherlands,https://cdn.sofifa.org/flags/34.png,84,84,Hamburger SV,https://cdn.sofifa.org/teams/2/light/28.png,€0,€0,2019
81,34079,A. Cole,31,https://cdn.sofifa.org/players/4/13/34079.png,England,https://cdn.sofifa.org/flags/14.png,84,84,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€0,€0,2137
82,11141,M. Klose,34,https://cdn.sofifa.org/players/4/13/11141.png,Germany,https://cdn.sofifa.org/flags/21.png,84,84,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€0,€0,1921
83,9676,S. Eto'o,31,https://cdn.sofifa.org/players/4/13/9676.png,Cameroon,https://cdn.sofifa.org/flags/103.png,84,84,FC Anzhi Makhachkala,https://cdn.sofifa.org/teams/2/light/100766.png,€0,€0,2087
84,197781,Isco,20,https://cdn.sofifa.org/players/4/13/197781.png,Spain,https://cdn.sofifa.org/flags/45.png,83,87,Málaga CF,https://cdn.sofifa.org/teams/2/light/573.png,€0,€0,1978
85,192119,T. Courtois,20,https://cdn.sofifa.org/players/4/13/192119.png,Belgium,https://cdn.sofifa.org/flags/7.png,83,88,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€0,€0,1303
86,190871,Neymar,20,https://cdn.sofifa.org/players/4/13/190871.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,91,Santos,https://cdn.sofifa.org/teams/2/light/1053.png,€0,€0,2052
87,189362,Hulk,25,https://cdn.sofifa.org/players/4/13/189362.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,88,Zenit St. Petersburg,https://cdn.sofifa.org/teams/2/light/100769.png,€0,€0,2170
88,189358,S. Kagawa,23,https://cdn.sofifa.org/players/4/13/189358.png,Japan,https://cdn.sofifa.org/flags/163.png,83,86,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€0,€0,1906
89,186627,M. Balotelli,21,https://cdn.sofifa.org/players/4/13/186627.png,Italy,https://cdn.sofifa.org/flags/27.png,83,90,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€0,€0,1993
90,184941,A. Sánchez,23,https://cdn.sofifa.org/players/4/13/184941.png,Chile,https://cdn.sofifa.org/flags/55.png,83,86,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,2043
91,183280,A. Rami,26,https://cdn.sofifa.org/players/4/13/183280.png,France,https://cdn.sofifa.org/flags/18.png,83,87,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€0,€0,1867
92,181783,M. Mandžukić,26,https://cdn.sofifa.org/players/4/13/181783.png,Croatia,https://cdn.sofifa.org/flags/10.png,83,84,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€0,€0,1973
93,180930,E. Džeko,26,https://cdn.sofifa.org/players/4/13/180930.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,83,84,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€0,€0,1909
94,178372,B. Ivanović,28,https://cdn.sofifa.org/players/4/13/178372.png,Serbia,https://cdn.sofifa.org/flags/51.png,83,83,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€0,€0,1933
95,177610,Javi Martínez,23,https://cdn.sofifa.org/players/4/13/177610.png,Spain,https://cdn.sofifa.org/flags/45.png,83,86,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€0,€0,2038
96,173909,K. Boateng,25,https://cdn.sofifa.org/players/4/13/173909.png,Ghana,https://cdn.sofifa.org/flags/117.png,83,86,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€0,€0,2258
97,167905,A. Valencia,26,https://cdn.sofifa.org/players/4/13/167905.png,Ecuador,https://cdn.sofifa.org/flags/57.png,83,83,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€0,€0,2057
98,163925,A. Diamanti,29,https://cdn.sofifa.org/players/4/13/163925.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Bologna,https://cdn.sofifa.org/teams/2/light/189.png,€0,€0,2020
99,163705,S. Mandanda,27,https://cdn.sofifa.org/players/4/13/163705.png,France,https://cdn.sofifa.org/flags/18.png,83,86,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,€0,€0,1189
100,162835,S. Handanovič,27,https://cdn.sofifa.org/players/4/13/162835.png,Slovenia,https://cdn.sofifa.org/flags/44.png,83,85,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€0,€0,1311
101,162347,João Moutinho,25,https://cdn.sofifa.org/players/4/13/162347.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,86,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,€0,€0,2259
102,162131,Fernando Llorente,27,https://cdn.sofifa.org/players/4/13/162131.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,€0,€0,1870
103,161956,Borja Valero,27,https://cdn.sofifa.org/players/4/13/161956.png,Spain,https://cdn.sofifa.org/flags/45.png,83,84,Fiorentina,https://cdn.sofifa.org/teams/2/light/110374.png,€0,€0,2136
104,157503,A. Song,24,https://cdn.sofifa.org/players/4/13/157503.png,Cameroon,https://cdn.sofifa.org/flags/103.png,83,84,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€0,€0,2050
105,152039,D. Agger,27,https://cdn.sofifa.org/players/4/13/152039.png,Denmark,https://cdn.sofifa.org/flags/13.png,83,83,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€0,€0,1983
