,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special
0,158023,L. Messi,26,https://cdn.sofifa.org/players/4/14/158023.png,Argentina,https://cdn.sofifa.org/flags/52.png,94,97,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€113.5M,€395K,2171
1,20801,Cristiano Ronaldo,28,https://cdn.sofifa.org/players/4/14/20801.png,Portugal,https://cdn.sofifa.org/flags/38.png,92,92,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€74M,€265K,2220
2,41236,Z. Ibrahimović,31,https://cdn.sofifa.org/players/4/14/41236.png,Sweden,https://cdn.sofifa.org/flags/46.png,90,90,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€42M,€180K,2139
3,176580,L. Suárez,26,https://cdn.sofifa.org/players/4/14/176580.png,Uruguay,https://cdn.sofifa.org/flags/60.png,89,89,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€35M,€210K,2289
4,167397,Falcao,27,https://cdn.sofifa.org/players/4/14/167397.png,Colombia,https://cdn.sofifa.org/flags/56.png,89,89,AS Monaco,https://cdn.sofifa.org/teams/2/light/69.png,€32M,€125K,2073
5,156616,F. Ribéry,30,https://cdn.sofifa.org/players/4/14/156616.png,France,https://cdn.sofifa.org/flags/18.png,89,89,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€24M,€210K,2051
6,7826,R. van Persie,29,https://cdn.sofifa.org/players/4/14/7826.png,Netherlands,https://cdn.sofifa.org/flags/34.png,89,89,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€31M,€210K,2054
7,41,Iniesta,29,https://cdn.sofifa.org/players/4/14/41.png,Spain,https://cdn.sofifa.org/flags/45.png,89,89,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€25.5M,€210K,2129
8,183277,E. Hazard,22,https://cdn.sofifa.org/players/4/14/183277.png,Belgium,https://cdn.sofifa.org/flags/7.png,88,90,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€45.5M,€185K,2077
9,164240,Thiago Silva,28,https://cdn.sofifa.org/players/4/14/164240.png,Brazil,https://cdn.sofifa.org/flags/54.png,88,88,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€22.5M,€140K,2155
10,153079,S. Agüero,25,https://cdn.sofifa.org/players/4/14/153079.png,Argentina,https://cdn.sofifa.org/flags/52.png,88,90,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€54.5M,€185K,2081
11,121944,B. Schweinsteiger,28,https://cdn.sofifa.org/players/4/14/121944.png,Germany,https://cdn.sofifa.org/flags/21.png,88,88,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€27.5M,€165K,2298
12,10535,Xavi,33,https://cdn.sofifa.org/players/4/14/10535.png,Spain,https://cdn.sofifa.org/flags/45.png,88,88,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€15M,€165K,2129
13,9014,A. Robben,29,https://cdn.sofifa.org/players/4/14/9014.png,Netherlands,https://cdn.sofifa.org/flags/34.png,88,88,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€27M,€180K,2078
14,179813,E. Cavani,26,https://cdn.sofifa.org/players/4/14/179813.png,Uruguay,https://cdn.sofifa.org/flags/60.png,87,89,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€34.5M,€160K,2121
15,178088,Juan Mata,25,https://cdn.sofifa.org/players/4/14/178088.png,Spain,https://cdn.sofifa.org/flags/45.png,87,88,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€43M,€160K,2032
16,176635,M. Özil,24,https://cdn.sofifa.org/players/4/14/176635.png,Germany,https://cdn.sofifa.org/flags/21.png,87,89,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€47M,€185K,1965
17,173731,G. Bale,23,https://cdn.sofifa.org/players/4/14/173731.png,Wales,https://cdn.sofifa.org/flags/50.png,87,91,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€49.5M,€205K,2297
18,168542,David Silva,27,https://cdn.sofifa.org/players/4/14/168542.png,Spain,https://cdn.sofifa.org/flags/45.png,87,88,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€27.5M,€175K,2055
19,167495,M. Neuer,27,https://cdn.sofifa.org/players/4/14/167495.png,Germany,https://cdn.sofifa.org/flags/21.png,87,89,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€15.5M,€185K,1447
20,121939,P. Lahm,29,https://cdn.sofifa.org/players/4/14/121939.png,Germany,https://cdn.sofifa.org/flags/21.png,87,87,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€16.5M,€165K,2187
21,54050,W. Rooney,27,https://cdn.sofifa.org/players/4/14/54050.png,England,https://cdn.sofifa.org/flags/14.png,87,87,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€29M,€165K,2206
22,188545,R. Lewandowski,24,https://cdn.sofifa.org/players/4/14/188545.png,Poland,https://cdn.sofifa.org/flags/37.png,86,89,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€57M,€195K,2085
23,183898,A. Di María,25,https://cdn.sofifa.org/players/4/14/183898.png,Argentina,https://cdn.sofifa.org/flags/52.png,86,88,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€39M,€170K,2173
24,181872,A. Vidal,26,https://cdn.sofifa.org/players/4/14/181872.png,Chile,https://cdn.sofifa.org/flags/55.png,86,88,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€30M,€185K,2283
25,177003,L. Modrić,27,https://cdn.sofifa.org/players/4/14/177003.png,Croatia,https://cdn.sofifa.org/flags/10.png,86,88,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€28.5M,€170K,2216
26,162895,Cesc Fàbregas,26,https://cdn.sofifa.org/players/4/14/162895.png,Spain,https://cdn.sofifa.org/flags/45.png,86,90,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€33.5M,€205K,2166
27,155862,Sergio Ramos,27,https://cdn.sofifa.org/players/4/14/155862.png,Spain,https://cdn.sofifa.org/flags/45.png,86,89,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€27.5M,€195K,2122
28,152729,Piqué,26,https://cdn.sofifa.org/players/4/14/152729.png,Spain,https://cdn.sofifa.org/flags/45.png,86,91,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€34M,€205K,1946
29,143001,C. Tévez,29,https://cdn.sofifa.org/players/4/14/143001.png,Argentina,https://cdn.sofifa.org/flags/52.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€26.5M,€165K,2195
30,139720,V. Kompany,27,https://cdn.sofifa.org/players/4/14/139720.png,Belgium,https://cdn.sofifa.org/flags/7.png,86,87,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€21.5M,€175K,1989
31,20289,Y. Touré,30,https://cdn.sofifa.org/players/4/14/20289.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,86,86,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€22M,€165K,2300
32,5479,Casillas,32,https://cdn.sofifa.org/players/4/14/5479.png,Spain,https://cdn.sofifa.org/flags/45.png,86,86,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€12M,€165K,1409
33,192318,M. Götze,21,https://cdn.sofifa.org/players/4/14/192318.png,Germany,https://cdn.sofifa.org/flags/21.png,85,92,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€45M,€180K,2008
34,190871,Neymar,21,https://cdn.sofifa.org/players/4/14/190871.png,Brazil,https://cdn.sofifa.org/flags/54.png,85,91,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€39.5M,€190K,2037
35,189596,T. Müller,23,https://cdn.sofifa.org/players/4/14/189596.png,Germany,https://cdn.sofifa.org/flags/21.png,85,88,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€29.5M,€175K,2102
